Name,Address,City,State,Zip Code,Phone Number,Full Address,Rating,Review Count,URL
Artessa at Quarry Village Apartments,300 E. Base,San Antonio,TX,78209,+1-210-824-3331,"300 E. Base,San Antonio, TX 78209",2.5,3,http://www.yelp.com/biz/artessa-at-quarry-village-apartments-san-antonio
The Abbey At Stone Oak,20659 Stone Oak Pkwy,San Antonio,TX,78258,+1-210-444-2236,"20659 Stone Oak Pkwy,Stone Oak,San Antonio, TX 78258",5.0,2,http://www.yelp.com/biz/the-abbey-at-stone-oak-san-antonio-3
Whispering Oaks Apts,2370 NW Military Hwy,San Antonio,TX,78231,+1-210-349-7949,"2370 NW Military Hwy,San Antonio, TX 78231",4.0,1,http://www.yelp.com/biz/whispering-oaks-apts-san-antonio
The Preserve On Fredricksburg,10422 Huebner Rd,San Antonio,TX,78240,+1-866-668-1038,"10422 Huebner Rd,San Antonio, TX 78240",2.0,10,http://www.yelp.com/biz/the-preserve-on-fredricksburg-san-antonio
The Villas of Vista Del Norte,13000 Vista Del Norte,San Antonio,TX,78216,+1-210-764-7700,"13000 Vista Del Norte,San Antonio, TX 78216",1.0,1,http://www.yelp.com/biz/the-villas-of-vista-del-norte-san-antonio
Pecan Springs Luxury Apartment Homes,5511 Pecan Springs Rd,San Antonio,TX,78249,+1-210-694-5511,"5511 Pecan Springs Rd,San Antonio, TX 78249",4.0,1,http://www.yelp.com/biz/pecan-springs-luxury-apartment-homes-san-antonio
Cape Cod Apartments,13030 Blanco Rd,San Antonio,TX,78216,+1-210-492-5782,"13030 Blanco Rd,San Antonio, TX 78216",3.5,7,http://www.yelp.com/biz/cape-cod-apartments-san-antonio
Aspen Chase Apartments,2447 Harry Wurzbach Rd,San Antonio,TX,78209,+1-210-930-0303,"2447 Harry Wurzbach Rd,Wilshire Terrace,San Antonio, TX 78209",1.0,1,http://www.yelp.com/biz/aspen-chase-apartments-san-antonio
Costa Bella,1703 N Loop 1604 W,San Antonio,TX,78258,+1-888-622-9983,"1703 N Loop 1604 W,San Antonio, TX 78258",2.5,3,http://www.yelp.com/biz/costa-bella-san-antonio
Springs at Alamo Ranch Apartments,11211 Westwood Loop,San Antonio,TX,78254,+1-877-549-5628,"11211 Westwood Loop,San Antonio, TX 78254",5.0,1,http://www.yelp.com/biz/springs-at-alamo-ranch-apartments-san-antonio
Keystone At Alamo Heights Apartments,384 Treeline Park,San Antonio,TX,78209,+1-844-851-5275,"384 Treeline Park,San Antonio, TX 78209",1.0,6,http://www.yelp.com/biz/keystone-at-alamo-heights-apartments-san-antonio
Signature Ridge Apartments,3711 Medical Dr,San Antonio,TX,78229,+1-210-615-8088,"3711 Medical Dr,Medical Center,San Antonio, TX 78229",2.0,8,http://www.yelp.com/biz/signature-ridge-apartments-san-antonio
Mission Ranch Apartments,5600 Babcock Rd,San Antonio,TX,78240,+1-210-641-6565,"5600 Babcock Rd,San Antonio, TX 78240",2.0,2,http://www.yelp.com/biz/mission-ranch-apartments-san-antonio
Vantage At Shavano,17203 NW Military Hwy,San Antonio,TX,78257,+1-210-492-2990,"17203 NW Military Hwy,San Antonio, TX 78257",1.0,3,http://www.yelp.com/biz/vantage-at-shavano-san-antonio
Quarry Townhomes,250 Treeline Park,San Antonio,TX,78209,+1-210-832-9299,"250 Treeline Park,San Antonio, TX 78209",2.5,3,http://www.yelp.com/biz/quarry-townhomes-san-antonio
The Villas At Costa Dorada,3007 SE Military Dr Apt 4003,San Antonio,TX,78223,+1-210-333-8043,"3007 SE Military Dr Apt 4003,San Antonio, TX 78223",1.0,1,http://www.yelp.com/biz/the-villas-at-costa-dorada-san-antonio
Walnut Hill Apartments,2626 Babcock Rd,San Antonio,TX,78229,+1-210-616-0140,"2626 Babcock Rd,San Antonio, TX 78229",3.5,3,http://www.yelp.com/biz/walnut-hill-apartments-san-antonio
The Abbey at Grande Oaks,6418 Eckhert Rd,San Antonio,TX,78240,+1-210-429-8283,"6418 Eckhert Rd,San Antonio, TX 78240",2.5,2,http://www.yelp.com/biz/the-abbey-at-grande-oaks-san-antonio
Landmark at Atrium Commons,8727 Huebner Rd,San Antonio,TX,78240,+1-210-694-4194,"8727 Huebner Rd,San Antonio, TX 78240",1.0,2,http://www.yelp.com/biz/landmark-at-atrium-commons-san-antonio
Bitterwood Ranch Apartments,400 Bitters Rd W,San Antonio,TX,78216,+1-866-202-8992,"400 Bitters Rd W,San Antonio, TX 78216",3.0,3,http://www.yelp.com/biz/bitterwood-ranch-apartments-san-antonio
The Abbey at Medical Center,5450 Rowley Rd,San Antonio,TX,78240,+1-210-441-7098,"5450 Rowley Rd,San Antonio, TX 78240",2.5,8,http://www.yelp.com/biz/the-abbey-at-medical-center-san-antonio
The Enclave At Buckhorn Crossing,6650 Prue Rd,San Antonio,TX,78240,+1-210-699-9900,"6650 Prue Rd,San Antonio, TX 78240",5.0,1,http://www.yelp.com/biz/the-enclave-at-buckhorn-crossing-san-antonio
Dominion Park,9835 Fredericksburg Rd,San Antonio,TX,78240,+1-210-641-4100,"9835 Fredericksburg Rd,San Antonio, TX 78240",3.5,4,http://www.yelp.com/biz/dominion-park-san-antonio
La Paloma Apts & Townhomes,102 W Rampart Dr Apt G5,San Antonio,TX,78216,+1-210-341-4444,"102 W Rampart Dr Apt G5,San Antonio, TX 78216",1.0,1,http://www.yelp.com/biz/la-paloma-apts-and-townhomes-san-antonio
Broadstone Medical,4900 Medical Dr,San Antonio,TX,78229,+1-210-614-1928,"4900 Medical Dr,San Antonio, TX 78229",4.0,2,http://www.yelp.com/biz/broadstone-medical-san-antonio-3
Colonnade Apartments,9898 Colonnade Blvd,San Antonio,TX,78230,+1-210-694-9898,"9898 Colonnade Blvd,San Antonio, TX 78230",3.5,2,http://www.yelp.com/biz/colonnade-apartments-san-antonio-3
Austin Pointe,11711 Braesview,San Antonio,TX,78213,+1-210-492-5633,"11711 Braesview,San Antonio, TX 78213",1.0,2,http://www.yelp.com/biz/austin-pointe-san-antonio-2
Platinum Shavano Oaks,14811 Huebner Rd,San Antonio,TX,78231,+1-877-322-7640,"14811 Huebner Rd,Shavano Park,San Antonio, TX 78231",2.5,3,http://www.yelp.com/biz/platinum-shavano-oaks-san-antonio
La Jolla Apartments,10707 W Interstate 10,San Antonio,TX,78230,+1-210-690-0001,"10707 W Interstate 10,San Antonio, TX 78230",3.0,1,http://www.yelp.com/biz/la-jolla-apartments-san-antonio
Mission Hills Apartment Homes,1202 Evans Rd,San Antonio,TX,78258,+1-210-497-5353,"1202 Evans Rd,Stone Oak,San Antonio, TX 78258",3.0,6,http://www.yelp.com/biz/mission-hills-apartment-homes-san-antonio
Outspan Town Homes,4611 E Houston St,San Antonio,TX,78220,+1-210-661-7870,"4611 E Houston St,Eastside,San Antonio, TX 78220",2.0,1,http://www.yelp.com/biz/outspan-town-homes-san-antonio
Countryside Apartments,950 E Bitters Rd Ofc,San Antonio,TX,78216,+1-210-494-1619,"950 E Bitters Rd Ofc,Downtown,San Antonio, TX 78216",1.0,1,http://www.yelp.com/biz/countryside-apartments-san-antonio
The Fredd Townhomes,9109 Dartbrook Dr,San Antonio,TX,78240,+1-210-696-0146,"9109 Dartbrook Dr,San Antonio, TX 78240",2.0,9,http://www.yelp.com/biz/the-fredd-townhomes-san-antonio
Westpond Apartments,1980 Horal St,San Antonio,TX,78227,+1-210-674-0900,"1980 Horal St,San Antonio, TX 78227",3.0,4,http://www.yelp.com/biz/westpond-apartments-san-antonio
Montecito Apartments,8302 Hausman Rd W,San Antonio,TX,78249,+1-210-877-2600,"8302 Hausman Rd W,Apt 336,San Antonio, TX 78249",5.0,1,http://www.yelp.com/biz/montecito-apartments-san-antonio
The Lodge At Westover Hills Apartments,9931 Hyatt Resort Drive,San Antonio,TX,78251,+1-210-647-7800,"9931 Hyatt Resort Drive,San Antonio, TX 78251",2.5,4,http://www.yelp.com/biz/the-lodge-at-westover-hills-apartments-san-antonio
Stoneybrook Apartments & Townhomes,6933 Borderbrook Drive,San Antonio,TX,78238,+1-210-247-2727,"6933 Borderbrook Drive,San Antonio, TX 78238",1.5,6,http://www.yelp.com/biz/stoneybrook-apartments-and-townhomes-san-antonio
The Falls At Westover Hills,8838 Dugas Rd,San Antonio,TX,78251,+1-210-523-9100,"8838 Dugas Rd,San Antonio, TX 78251",1.5,3,http://www.yelp.com/biz/the-falls-at-westover-hills-san-antonio
Elysian at Nobu Station Apartments,18211 Bulverde Rd,San Antonio,TX,78259,+1-210-494-6400,"18211 Bulverde Rd,San Antonio, TX 78259",3.0,5,http://www.yelp.com/biz/elysian-at-nobu-station-apartments-san-antonio
Wilshire Woods Apartments,2530 Harry Wurzbach Rd,San Antonio,TX,78209,+1-210-828-3196,"2530 Harry Wurzbach Rd,Wilshire,San Antonio, TX 78209",3.0,1,http://www.yelp.com/biz/wilshire-woods-apartments-san-antonio
Brigadoon Apartments,3550 S Gevers St,San Antonio,TX,78210,+1-210-534-1266,"3550 S Gevers St,San Antonio, TX 78210",3.0,2,http://www.yelp.com/biz/brigadoon-apartments-san-antonio
Indian Hollow Apartments,12701 West Ave,San Antonio,TX,78216,+1-210-496-9700,"12701 West Ave,San Antonio, TX 78216",2.0,4,http://www.yelp.com/biz/indian-hollow-apartments-san-antonio
Villas of St Moritz,7221 Lamb Rd Ofc,San Antonio,TX,78240,+1-210-615-8329,"7221 Lamb Rd Ofc,Downtown,San Antonio, TX 78240",3.0,1,http://www.yelp.com/biz/villas-of-st-moritz-san-antonio
Alamo Ranch,11585 Alamo Ranch Pkwy,San Antonio,TX,78253,+1-210-688-2896,"11585 Alamo Ranch Pkwy,San Antonio, TX 78253",2.5,3,http://www.yelp.com/biz/alamo-ranch-san-antonio-2
Terra Alta Apartments,411 Everest St Apt 116,San Antonio,TX,78209,+1-210-822-7882,"411 Everest St Apt 116,San Antonio, TX 78209",2.0,1,http://www.yelp.com/biz/terra-alta-apartments-san-antonio
Villas of Henderson Pass,16465 Henderson Pass,San Antonio,TX,78232,+1-866-291-9051,"16465 Henderson Pass,San Antonio, TX 78232",4.0,1,http://www.yelp.com/biz/villas-of-henderson-pass-san-antonio
Triomphe Apartments,11539 Huebner Rd,San Antonio,TX,78230,+1-210-641-2570,"11539 Huebner Rd,San Antonio, TX 78230",3.5,3,http://www.yelp.com/biz/triomphe-apartments-san-antonio
Villas of Ventana Apartments,2167 NE Loop 410,San Antonio,TX,78217,+1-210-599-6989,"2167 NE Loop 410,San Antonio, TX 78217",3.0,1,http://www.yelp.com/biz/villas-of-ventana-apartments-san-antonio
Maverick Creek Villas,15651 Chase Hill Blvd,San Antonio,TX,78256,+1-210-558-0500,"15651 Chase Hill Blvd,San Antonio, TX 78256",4.0,2,http://www.yelp.com/biz/maverick-creek-villas-san-antonio
Gates Of Capernum Apartments,8611 Waters Edge Dr,San Antonio,TX,78245,+1-210-673-5000,"8611 Waters Edge Dr,San Antonio, TX 78245",1.0,1,http://www.yelp.com/biz/gates-of-capernum-apartments-san-antonio
Icon Apartments,1300 Patricia,San Antonio,TX,78213,+1-800-470-9246,"1300 Patricia,San Antonio, TX 78213",1.0,1,http://www.yelp.com/biz/icon-apartments-san-antonio
Sequoia at Cable Ranch Apartments,1538 Cable Ranch Rd,San Antonio,TX,78245,+1-210-674-5050,"1538 Cable Ranch Rd,San Antonio, TX 78245",1.0,2,http://www.yelp.com/biz/sequoia-at-cable-ranch-apartments-san-antonio
Deer Oaks Apartments,7230 Wurzbach Rd,San Antonio,TX,78240,+1-210-616-0725,"7230 Wurzbach Rd,San Antonio, TX 78240",3.0,3,http://www.yelp.com/biz/deer-oaks-apartments-san-antonio
Elysian at Arden Park,8638 Huebner Rd,San Antonio,TX,78240,+1-210-561-5705,"8638 Huebner Rd,San Antonio, TX 78240",3.5,5,http://www.yelp.com/biz/elysian-at-arden-park-san-antonio
Spice Creek Apartments,8802 Cinnamon Creek Dr,San Antonio,TX,78240,+1-210-696-1200,"8802 Cinnamon Creek Dr,San Antonio, TX 78240",1.0,1,http://www.yelp.com/biz/spice-creek-apartments-san-antonio
Talavera Apartments,107 Talavera Pkwy,San Antonio,TX,78232,+1-210-492-9669,"107 Talavera Pkwy,San Antonio, TX 78232",2.0,6,http://www.yelp.com/biz/talavera-apartments-san-antonio
Limestone Oaks,9001 Wurzback Rd,San Antonio,TX,78240,+1-210-690-0885,"9001 Wurzback Rd,San Antonio, TX 78240",3.0,1,http://www.yelp.com/biz/limestone-oaks-san-antonio-3
Bulverde Oaks,3515 Canyon Pkwy,San Antonio,TX,78259,+1-844-334-0527,"3515 Canyon Pkwy,San Antonio, TX 78259",4.0,1,http://www.yelp.com/biz/bulverde-oaks-san-antonio
The View at Westover Hills,3010 West Loop 1604 N,San Antonio,TX,78251,+1-210-681-6490,"3010 West Loop 1604 N,San Antonio, TX 78251",2.5,6,http://www.yelp.com/biz/the-view-at-westover-hills-san-antonio
Meadowood Apartments,8200 Micron Dr,San Antonio,TX,78251,+1-210-624-9100,"8200 Micron Dr,San Antonio, TX 78251",3.0,1,http://www.yelp.com/biz/meadowood-apartments-san-antonio
Saddlewood Apts,2554 NE Loop 410,San Antonio,TX,78217,+1-210-656-1222,"2554 NE Loop 410,San Antonio, TX 78217",1.0,1,http://www.yelp.com/biz/saddlewood-apts-san-antonio
Ranch at Shavano Park Apartments,17239 Shavano Ranch,San Antonio,TX,78257,+1-210-479-9898,"17239 Shavano Ranch,San Antonio, TX 78257",2.0,2,http://www.yelp.com/biz/ranch-at-shavano-park-apartments-san-antonio
Manor at Castle Hills Apartments,1835 Lockhill Selma Rd,San Antonio,TX,78213,+1-210-342-5151,"1835 Lockhill Selma Rd,San Antonio, TX 78213",1.5,3,http://www.yelp.com/biz/manor-at-castle-hills-apartments-san-antonio
Forest Oaks Apartments,6313 Evers Rd Ofc,San Antonio,TX,78238,+1-210-684-4755,"6313 Evers Rd Ofc,Downtown,San Antonio, TX 78238",1.0,1,http://www.yelp.com/biz/forest-oaks-apartments-san-antonio
Ventana Apartment Homes,11020 Huebner Oaks,San Antonio,TX,78230,+1-210-558-6911,"11020 Huebner Oaks,San Antonio, TX 78230",1.5,2,http://www.yelp.com/biz/ventana-apartment-homes-san-antonio
Settlement,8623 Starcrest Dr,San Antonio,TX,78217,+1-210-655-1011,"8623 Starcrest Dr,San Antonio, TX 78217",5.0,1,http://www.yelp.com/biz/settlement-san-antonio-2
Lifshutz Bernard Lee,215 W Travis St,San Antonio,TX,78205,+1-210-226-6221,"215 W Travis St,Downtown,San Antonio, TX 78205",1.0,1,http://www.yelp.com/biz/lifshutz-bernard-lee-san-antonio
Siena On Sonterra,600 E Sonterra Blvd,San Antonio,TX,78258,+1-210-468-0949,"600 E Sonterra Blvd,Stone Oak,San Antonio, TX 78258",2.0,7,http://www.yelp.com/biz/siena-on-sonterra-san-antonio
Hill At Woodway Apartments,10951 Laureate Dr Apt 106,San Antonio,TX,78249,+1-210-696-6800,"10951 Laureate Dr Apt 106,San Antonio, TX 78249",4.0,1,http://www.yelp.com/biz/hill-at-woodway-apartments-san-antonio
Crescent Oaks at Medical,5380 Medical Dr,San Antonio,TX,78240,+1-210-616-0950,"5380 Medical Dr,San Antonio, TX 78240",1.0,4,http://www.yelp.com/biz/crescent-oaks-at-medical-san-antonio
Fairways V Apts,8710 Datapoint Dr Ofc,San Antonio,TX,78229,+1-210-616-0620,"8710 Datapoint Dr Ofc,Downtown,San Antonio, TX 78229",1.0,1,http://www.yelp.com/biz/fairways-v-apts-san-antonio
Diamond Ridge Apartments,5235 Glenridge Dr,San Antonio,TX,78229,+1-210-802-5042,"5235 Glenridge Dr,San Antonio, TX 78229",1.0,1,http://www.yelp.com/biz/diamond-ridge-apartments-san-antonio
Silver Creek Apartment Community,4822 Gus Eckert Rd Ofc,San Antonio,TX,78240,+1-210-694-0874,"4822 Gus Eckert Rd Ofc,San Antonio, TX 78240",3.0,1,http://www.yelp.com/biz/silver-creek-apartment-community-san-antonio
Springwood Gardenwood Apts,1400 Gardina Ofc,San Antonio,TX,78201,+1-210-732-7217,"1400 Gardina Ofc,Downtown,San Antonio, TX 78201",1.0,1,http://www.yelp.com/biz/springwood-gardenwood-apts-san-antonio
Las Brisas Apartments,12626 Blanco Rd Ofc,San Antonio,TX,78216,+1-210-493-1317,"12626 Blanco Rd Ofc,Downtown,San Antonio, TX 78216",1.0,1,http://www.yelp.com/biz/las-brisas-apartments-san-antonio
Broadway Heights Apartments,1201 E Mulberry Ave Ofc,San Antonio,TX,78209,+1-210-826-3820,"1201 E Mulberry Ave Ofc,Downtown,San Antonio, TX 78209",1.0,1,http://www.yelp.com/biz/broadway-heights-apartments-san-antonio
Winding Creek Apartments,13121 NW Military Hwy Ofc,San Antonio,TX,78231,+1-210-492-4328,"13121 NW Military Hwy Ofc,Downtown,San Antonio, TX 78231",1.0,1,http://www.yelp.com/biz/winding-creek-apartments-san-antonio
Oak Haven Apartments,11500 Huebner Rd Ofc,San Antonio,TX,78230,+1-210-691-0458,"11500 Huebner Rd Ofc,Downtown,San Antonio, TX 78230",3.0,1,http://www.yelp.com/biz/oak-haven-apartments-san-antonio
Village At Shavano,4601 De Zavala Rd Ofc,San Antonio,TX,78249,+1-210-408-6888,"4601 De Zavala Rd Ofc,Downtown,San Antonio, TX 78249",2.0,1,http://www.yelp.com/biz/village-at-shavano-san-antonio
Lexington Apartments,12550 Vista View St Ofc,San Antonio,TX,78231,+1-210-349-9661,"12550 Vista View St Ofc,Downtown,San Antonio, TX 78231",1.0,1,http://www.yelp.com/biz/lexington-apartments-san-antonio
Calypso Apartments,5900 Wurzbach Rd Ofc,San Antonio,TX,78238,+1-210-684-2674,"5900 Wurzbach Rd Ofc,Downtown,San Antonio, TX 78238",1.0,2,http://www.yelp.com/biz/calypso-apartments-san-antonio
Vista Del Rey Apartments,5622 Evers Rd Ofc,San Antonio,TX,78238,+1-210-681-2851,"5622 Evers Rd Ofc,Downtown,San Antonio, TX 78238",1.0,1,http://www.yelp.com/biz/vista-del-rey-apartments-san-antonio
New England Village Apartments,130 Melrose Pl Ofc,San Antonio,TX,78212,+1-210-824-5131,"130 Melrose Pl Ofc,Downtown,San Antonio, TX 78212",4.0,1,http://www.yelp.com/biz/new-england-village-apartments-san-antonio
The Park at Braun Station,9603 Bandera Rd,San Antonio,TX,78250,+1-210-680-2090,"9603 Bandera Rd,San Antonio, TX 78250",1.0,1,http://www.yelp.com/biz/the-park-at-braun-station-san-antonio
City-Base Vista,2566 Goliad Rd,San Antonio,TX,78223,+1-210-337-7400,"2566 Goliad Rd,San Antonio, TX 78223",1.0,1,http://www.yelp.com/biz/city-base-vista-san-antonio
Lodge At Shavano Park Apartments,3838 Lockhill-Selma Road,San Antonio,TX,78230,+1-210-492-8482,"3838 Lockhill-Selma Road,San Antonio, TX 78230",1.5,3,http://www.yelp.com/biz/lodge-at-shavano-park-apartments-san-antonio
The Abbey at Copper Creek,11245 Sir Winston St,San Antonio,TX,78216,+1-210-340-1448,"11245 Sir Winston St,San Antonio, TX 78216",1.0,1,http://www.yelp.com/biz/the-abbey-at-copper-creek-san-antonio
The Boulevard at Sonterra,210 E Sonterra Blvd,San Antonio,TX,78258,+1-210-496-4777,"210 E Sonterra Blvd,Stone Oak,San Antonio, TX 78258",1.5,7,http://www.yelp.com/biz/the-boulevard-at-sonterra-san-antonio
Hidden Lake Apartments,8910 N Loop 1604 West,San Antonio,TX,78249,+1-210-538-9281,"8910 N Loop 1604 West,San Antonio, TX 78249",2.0,6,http://www.yelp.com/biz/hidden-lake-apartments-san-antonio
The Marquis at Stone Oak,18777 Stoneoak Parkway,San Antonio,TX,78258,+1-210-404-1155,"18777 Stoneoak Parkway,Stone Oak,San Antonio, TX 78258",1.5,3,http://www.yelp.com/biz/the-marquis-at-stone-oak-san-antonio-2
Lincoln Village,1700 Jackson Keller Rd,San Antonio,TX,78213,+1-210-366-1675,"1700 Jackson Keller Rd,San Antonio, TX 78213",1.0,1,http://www.yelp.com/biz/lincoln-village-san-antonio
Estates At Briggs Ranch,5525 Mansions Bluffs,San Antonio,TX,78245,+1-866-691-8813,"5525 Mansions Bluffs,San Antonio, TX 78245",1.5,7,http://www.yelp.com/biz/estates-at-briggs-ranch-san-antonio
Braesview Apartments,11501 Braesview Rd,San Antonio,TX,78213,+1-210-493-3385,"11501 Braesview Rd,San Antonio, TX 78213",1.5,7,http://www.yelp.com/biz/braesview-apartments-san-antonio
White Rock,3110 Thousand Oaks Dr,San Antonio,TX,78247,+1-210-545-2100,"3110 Thousand Oaks Dr,San Antonio, TX 78247",2.5,3,http://www.yelp.com/biz/white-rock-san-antonio
Barcelo Apartment Homes,3501 Pinoak Dr,San Antonio,TX,78229,+1-210-349-2726,"3501 Pinoak Dr,San Antonio, TX 78229",1.0,2,http://www.yelp.com/biz/barcelo-apartment-homes-san-antonio
Warren Apartments,3222 NW Loop 410,San Antonio,TX,78213,+1-210-342-4029,"3222 NW Loop 410,Dellview,San Antonio, TX 78213",3.0,1,http://www.yelp.com/biz/warren-apartments-san-antonio-2
Apartments Now!,Strand Shopping Center,San Antonio,TX,78230,+1-210-558-7377,"Strand Shopping Center,11255 Huebner Rd, Ste 112,San Antonio, TX 78230",4.0,23,http://www.yelp.com/biz/apartments-now-san-antonio-2
The Branch at Medical Center,7207 Snowden Rd,San Antonio,TX,78240,+1-210-615-4600,"7207 Snowden Rd,San Antonio, TX 78240",2.5,2,http://www.yelp.com/biz/the-branch-at-medical-center-san-antonio-3
Firewheel Luxury Apartments,6155 Eckhert Rd,San Antonio,TX,78240,+1-210-479-3890,"6155 Eckhert Rd,San Antonio, TX 78240",2.0,1,http://www.yelp.com/biz/firewheel-luxury-apartments-san-antonio
Park at Walkers Ranch,14555 Blanco Road,San Antonio,TX,78216,+1-210-764-0404,"14555 Blanco Road,San Antonio, TX 78216",1.5,3,http://www.yelp.com/biz/park-at-walkers-ranch-san-antonio
The Grove,11955 Parliament Dr,San Antonio,TX,78216,+1-210-366-1448,"11955 Parliament Dr,San Antonio, TX 78216",1.0,2,http://www.yelp.com/biz/the-grove-san-antonio
Chelsea Apartments,151 Treasure Way,San Antonio,TX,78209,+1-210-824-2226,"151 Treasure Way,Oak Park/Northwood,San Antonio, TX 78209",1.0,3,http://www.yelp.com/biz/chelsea-apartments-san-antonio
Winston Apartments,11246 SIR Winston St,San Antonio,TX,78216,+1-210-344-1398,"11246 SIR Winston St,San Antonio, TX 78216",3.0,2,http://www.yelp.com/biz/winston-apartments-san-antonio
The Elements,12221 Blanco Rd,San Antonio,TX,78216,+1-210-340-2617,"12221 Blanco Rd,San Antonio, TX 78216",1.0,4,http://www.yelp.com/biz/the-elements-san-antonio
Blanco Crossing,13999 Old Blanco Rd,San Antonio,TX,78216,+1-210-479-4900,"13999 Old Blanco Rd,San Antonio, TX 78216",1.5,6,http://www.yelp.com/biz/blanco-crossing-san-antonio
Elm Creek,2358 NW Military Hwy,San Antonio,TX,78231,+1-210-340-2373,"2358 NW Military Hwy,San Antonio, TX 78231",5.0,1,http://www.yelp.com/biz/elm-creek-san-antonio
Evans Ranch Apartments,1234 Evans Rd,San Antonio,TX,78258,+1-210-404-1234,"1234 Evans Rd,Stone Oak,San Antonio, TX 78258",4.0,4,http://www.yelp.com/biz/evans-ranch-apartments-san-antonio
Songbird Apartments,7667 Callaghan Rd Ofc,San Antonio,TX,78229,+1-210-340-8969,"7667 Callaghan Rd Ofc,Downtown,San Antonio, TX 78229",2.5,4,http://www.yelp.com/biz/songbird-apartments-san-antonio
Silver Oak Apartments,7585 Ingram Rd,San Antonio,TX,78251,+1-210-706-3000,"7585 Ingram Rd,San Antonio, TX 78251",2.0,1,http://www.yelp.com/biz/silver-oak-apartments-san-antonio
Tradewinds Apartments,8802 Tradewind Dr Ofc,San Antonio,TX,78239,+1-210-653-1945,"8802 Tradewind Dr Ofc,Downtown,San Antonio, TX 78239",4.0,1,http://www.yelp.com/biz/tradewinds-apartments-san-antonio
Reserve at Canyon Creek,12235 Vance Jackson Rd,San Antonio,TX,78230,+1-210-558-7335,"12235 Vance Jackson Rd,San Antonio, TX 78230",1.5,4,http://www.yelp.com/biz/reserve-at-canyon-creek-san-antonio
Woodway Court Apartments,8100 Pinebrook Dr,San Antonio,TX,78230,+1-210-342-4214,"8100 Pinebrook Dr,San Antonio, TX 78230",3.0,1,http://www.yelp.com/biz/woodway-court-apartments-san-antonio
Brynwood Apartments,8711 Bowens Crossing,San Antonio,TX,78250,+1-866-644-6982,"8711 Bowens Crossing,San Antonio, TX 78250",1.0,2,http://www.yelp.com/biz/brynwood-apartments-san-antonio
Pecan Valley Golf Club Apartments,3450 E Southcross Blvd,San Antonio,TX,78223,+1-210-333-9020,"3450 E Southcross Blvd,San Antonio, TX 78223",1.0,1,http://www.yelp.com/biz/pecan-valley-golf-club-apartments-san-antonio
Bluebonnet Hills Apartments,7302 University Row Ofc,San Antonio,TX,78249,+1-210-694-0092,"7302 University Row Ofc,Downtown,San Antonio, TX 78249",5.0,1,http://www.yelp.com/biz/bluebonnet-hills-apartments-san-antonio
Grand At the Dominion,23910 IH 10 W,San Antonio,TX,78257,+1-855-800-0313,"23910 IH 10 W,San Antonio, TX 78257",2.5,3,http://www.yelp.com/biz/grand-at-the-dominion-san-antonio
Avalon Place,6676 UTSA Boulevard,San Antonio,TX,78249,+1-210-877-0400,"6676 UTSA Boulevard,San Antonio, TX 78249",3.0,9,http://www.yelp.com/biz/avalon-place-san-antonio
Mira Vista Apartments,16505 La Cantera Pkwy,San Antonio,TX,78256,+1-210-558-0660,"16505 La Cantera Pkwy,San Antonio, TX 78256",1.0,1,http://www.yelp.com/biz/mira-vista-apartments-san-antonio
Crescent Apartments,340 Treeline Park,San Antonio,TX,78209,+1-210-822-5540,"340 Treeline Park,San Antonio, TX 78209",1.5,8,http://www.yelp.com/biz/crescent-apartments-san-antonio
Sonoma Canyon,8631 Fairhaven St,San Antonio,TX,78229,+1-210-614-3499,"8631 Fairhaven St,Medical Center,San Antonio, TX 78229",2.0,1,http://www.yelp.com/biz/sonoma-canyon-san-antonio
Sendero Ridge Apartment Homes,2424 Gold Canyon Dr,San Antonio,TX,78259,+1-210-494-6222,"2424 Gold Canyon Dr,San Antonio, TX 78259",2.0,5,http://www.yelp.com/biz/sendero-ridge-apartment-homes-san-antonio
Rio Springs Apartment Homes,2800 W. Hutchins Pl.,San Antonio,TX,78224,+1-210-923-2575,"2800 W. Hutchins Pl.,San Antonio, TX 78224",1.0,1,http://www.yelp.com/biz/rio-springs-apartment-homes-san-antonio
Costa Del Sol,16100 Henderson Pass,San Antonio,TX,78232,+1-210-491-9464,"16100 Henderson Pass,San Antonio, TX 78232",3.5,3,http://www.yelp.com/biz/costa-del-sol-san-antonio
Vista Ridge,6522 Camp Bullis,San Antonio,TX,78256,+1-210-698-8777,"6522 Camp Bullis,San Antonio, TX 78256",5.0,2,http://www.yelp.com/biz/vista-ridge-san-antonio
The Residences at La Cantera Apartments,6215 Via La Cantera,San Antonio,TX,78256,+1-877-238-3333,"6215 Via La Cantera,San Antonio, TX 78256",2.5,3,http://www.yelp.com/biz/the-residences-at-la-cantera-apartments-san-antonio
Canyon Point Apartments,16550 Henderson Pass Ofc,San Antonio,TX,78232,+1-210-496-3698,"16550 Henderson Pass Ofc,San Antonio, TX 78232",3.5,3,http://www.yelp.com/biz/canyon-point-apartments-san-antonio
Legacy On O'connor Rd Apartments,13842 Oconnor Rd Apt 1218,San Antonio,TX,78233,+1-210-946-3900,"13842 Oconnor Rd Apt 1218,San Antonio, TX 78233",1.0,1,http://www.yelp.com/biz/legacy-on-o-connor-rd-apartments-san-antonio
